,experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
2573,77414911,25,77294076,coronal,Edc3,enhancer of mRNA decapping 3 homolog (S. cerevisiae),54.0,353190.0,491928275.0,11827.0,2
2574,248329,25,72575,coronal,Med30,mediator complex subunit 30,41.0,69790.0,491928275.0,12329.0,2
2575,77371785,25,77238075,coronal,Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",36.0,71679.0,491928275.0,81748.0,2
2576,74881827,25,74703313,coronal,Bap1,Brca1 associated protein 1,40.0,104416.0,491928275.0,3421.0,2
2577,74272477,25,72962948,coronal,Fez2,fasciculation and elongation protein zeta 2 (zygin II),43.0,225020.0,491928275.0,3742.0,2
2578,74047915,25,72172807,coronal,Atp6v1d,"ATPase, H+ transporting, lysosomal V1 subunit D",37.0,73834.0,491928275.0,5783.0,2
2579,293027,25,72656,coronal,Tmub2,transmembrane and ubiquitin-like domain containing 2,36.0,72053.0,491928275.0,18581.0,2
2580,71358553,25,70430540,coronal,Rasgef1b,"RasGEF domain family, member 1B",50.0,320292.0,491928275.0,14860.0,2
2581,73817935,25,71903167,coronal,Ube2k,ubiquitin-conjugating enzyme E2K,50.0,53323.0,491928275.0,3903.0,2
2582,72472775,25,71339080,coronal,Tnks,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",53.0,21951.0,491928275.0,18405.0,2
2583,321206,25,83809,coronal,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",45.0,54130.0,491928275.0,21173.0,2
2584,75774108,25,75195186,coronal,Polr1e,polymerase (RNA) I polypeptide E,49.0,64424.0,491928275.0,41486.0,2
2585,71015801,25,70298689,coronal,Zfp521,zinc finger protein 521,44.0,225207.0,491928275.0,9151.0,2
2586,74750065,25,74510837,coronal,Epb4.1l1,erythrocyte protein band 4.1-like 1,47.0,13821.0,491928275.0,8126.0,2
2587,74357577,25,73502205,coronal,Gdap10,ganglioside-induced differentiation-associated-protein 10,37.0,100504486.0,491928275.0,,2
2588,73992947,25,72010441,coronal,Eif5a2,eukaryotic translation initiation factor 5A2,48.0,208691.0,491928275.0,1490.0,2
2589,79591631,25,79355630,coronal,Tenm2,teneurin transmembrane protein 2,36.0,23964.0,491928275.0,22672.0,2
2590,71670744,25,70929707,coronal,LOC381557,similar to CUB and Sushi multiple domains 1,49.0,381557.0,491928275.0,,2
2591,74749941,25,74481163,coronal,Sgcg,"sarcoglycan, gamma (dystrophin-associated glycoprotein)",40.0,24053.0,491928275.0,194.0,2
2592,79556632,25,79338769,coronal,Syt12,synaptotagmin XII,45.0,171180.0,491928275.0,15895.0,2
2593,70928338,25,70230623,coronal,Arg2,arginase type II,37.0,11847.0,491928275.0,906.0,2
2594,79490064,25,79322572,coronal,Calml3,calmodulin-like 3,39.0,70405.0,491928275.0,128389.0,2
2595,75041548,25,74834137,coronal,Dock6,dedicator of cytokinesis 6,54.0,319899.0,491928275.0,83291.0,2
2596,73512483,25,71393089,coronal,Ap3s1,"adaptor-related protein complex 3, sigma 1 subunit",44.0,11777.0,491928275.0,4254.0,2
2597,293034,25,72656,coronal,Tcf25,transcription factor 25 (basic helix-loop-helix),53.0,66855.0,491928275.0,5701.0,2
2598,130912,25,72296,coronal,Kdelr1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1,52.0,68137.0,491928275.0,38236.0,2
2599,75041573,25,74834150,coronal,Rufy4,RUN and FYVE domain containing 4,34.0,435626.0,491928275.0,52359.0,2
2600,75041526,25,74834133,coronal,Rgag1,retrotransposon gag domain containing 1,57.0,209540.0,491928275.0,104140.0,2
2601,74425566,25,73568187,coronal,Ifltd1,intermediate filament tail domain containing 1,51.0,74071.0,491928275.0,69453.0,2
2602,293036,25,72672,coronal,Pttg1,pituitary tumor-transforming gene 1,36.0,30939.0,491928275.0,3110.0,2
2603,77414925,25,77294080,coronal,Ppp2r3d,"protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta",54.0,19054.0,491928275.0,,2
2604,70431432,25,69585059,coronal,Inhba,inhibin beta-A,39.0,16323.0,491928275.0,1653.0,2
2605,121096,25,46761,coronal,Tnfrsf25,"tumor necrosis factor receptor superfamily, member 25",49.0,85030.0,491928275.0,13202.0,2
2606,73931640,25,72008727,coronal,Nova1,neuro-oncological ventral antigen 1,37.0,664883.0,491928275.0,21296.0,2
2607,72340129,25,71298843,coronal,Cmklr1,chemokine-like receptor 1,50.0,14747.0,491928275.0,129967.0,2
2608,71249745,25,70429657,coronal,Dsel,dermatan sulfate epimerase-like,34.0,319901.0,491928275.0,12964.0,2
2609,70743905,25,70091360,coronal,Tspan33,tetraspanin 33,51.0,232670.0,491928275.0,8213.0,2
2610,70431431,25,69585059,coronal,Plxna2,plexin A2,34.0,18845.0,491928275.0,56427.0,2
2611,70813896,25,70123628,coronal,C1ra,"complement component 1, r subcomponent A",51.0,50909.0,491928275.0,1313.0,2
2612,74047777,25,72147817,coronal,Epb4.1l1,erythrocyte protein band 4.1-like 1,47.0,13821.0,491928275.0,8126.0,2
2613,73520974,25,71414611,coronal,Cpne8,copine VIII,41.0,66871.0,491928275.0,12049.0,2
2614,74819253,25,74510869,coronal,LOC434368,similar to mastermind-like 2; mastermind (Drosophila)-like 2,54.0,434368.0,491928275.0,,2
2615,293471,25,83797,coronal,Rad51,RAD51 homolog,47.0,19361.0,491928275.0,2155.0,2
2616,70814343,25,70123616,coronal,Mob3b,MOB kinase activator 3B,49.0,214944.0,491928275.0,69385.0,2
2617,119504,25,45786,coronal,Pvr,poliovirus receptor,52.0,52118.0,491928275.0,79541.0,2
2618,74819252,25,74510869,coronal,Mylk,"myosin, light polypeptide kinase",42.0,107589.0,491928275.0,14202.0,2
2619,130911,25,72296,coronal,Kcnn4,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4",52.0,16534.0,491928275.0,1696.0,2
2620,130913,25,72296,coronal,Rarg,"retinoic acid receptor, gamma",41.0,19411.0,491928275.0,20263.0,2
2621,227535,25,72462,coronal,Spi1,spleen focus forming virus (SFFV) proviral integration oncogene,47.0,20375.0,491928275.0,2346.0,2
2622,227539,25,72462,coronal,Mlx,MAX-like protein X,36.0,21428.0,491928275.0,7969.0,2
2623,227540,25,72462,coronal,Syn1,synapsin I,57.0,20964.0,491928275.0,48483.0,2
2624,293466,25,72676,coronal,Cdc27,cell division cycle 27,36.0,217232.0,491928275.0,960.0,2
2625,75043157,25,74865176,coronal,Rdh14,retinol dehydrogenase 14 (all-trans and 9-cis),37.0,105014.0,491928275.0,75139.0,2
2626,83167,25,45742,coronal,Tm2d3,TM2 domain containing 3,52.0,68634.0,491928275.0,12275.0,2
2627,70743906,25,70091596,coronal,Zmynd11,"zinc finger, MYND domain containing 11",39.0,66505.0,491928275.0,4828.0,2
2628,61002,25,39552,coronal,Limk2,LIM motif-containing protein kinase 2,36.0,16886.0,491928275.0,55911.0,2
2629,74819254,25,74510869,coronal,Casq1,calsequestrin 1,34.0,12372.0,491928275.0,20329.0,2
2630,77280421,25,77232695,coronal,Emp1,epithelial membrane protein 1,51.0,13730.0,491928275.0,1088.0,2
2631,71717570,25,71019378,coronal,Gm1125,"gene model 1125, (NCBI)",54.0,382102.0,491928275.0,,2
2632,32576,25,24851,coronal,Mapk3,mitogen-activated protein kinase 3,52.0,26417.0,491928275.0,55682.0,2
2633,293468,25,72676,coronal,LOC66376,uncharacterized LOC66376,47.0,66376.0,491928275.0,,2
2634,293462,25,72676,coronal,Fbxo18,F-box protein 18,47.0,50755.0,491928275.0,9272.0,2
2635,75144656,25,75023592,coronal,Synpo2,synaptopodin 2,48.0,118449.0,491928275.0,15400.0,2
2636,70560340,25,69837595,coronal,Cacnb3,"calcium channel, voltage-dependent, beta 3 subunit",41.0,12297.0,491928275.0,20187.0,2
2637,70231999,25,69482179,coronal,Mterf2,mitochondrial transcription termination factor 2,35.0,74238.0,491928275.0,11869.0,2
2638,276063,25,72624,coronal,Prrg2,proline-rich Gla (G-carboxyglutamic acid) polypeptide 2,52.0,65116.0,491928275.0,735.0,2
2639,112203915,25,711115,coronal,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",48.0,70839.0,491928275.0,11260.0,2
2640,32583,25,27820,coronal,Pim2,proviral integration site 2,57.0,18715.0,491928275.0,17098.0,2
2641,70436729,25,69619560,coronal,Slc38a3,"solute carrier family 38, member 3",54.0,76257.0,491928275.0,4983.0,2
2642,1762,25,702823,coronal,Kcnk13,"potassium channel, subfamily K, member 13",37.0,217826.0,491928275.0,69351.0,2
2643,67870081,25,641747,coronal,Sgsm3,small G protein signaling modulator 3,41.0,105835.0,491928275.0,9249.0,2
2644,72340132,25,71298843,coronal,Kcnj3,"potassium inwardly-rectifying channel, subfamily J, member 3",47.0,16519.0,491928275.0,1687.0,2
2645,67850945,25,591087,coronal,Slco1a5,"solute carrier organic anion transporter family, member 1a5",51.0,108096.0,491928275.0,56603.0,2
2646,70634296,25,70041775,coronal,Bag2,BCL2-associated athanogene 2,34.0,213539.0,491928275.0,31233.0,2
2647,70743871,25,70073507,coronal,Nacc2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",47.0,67991.0,491928275.0,75239.0,2
2648,70743903,25,70091360,coronal,Fhl2,four and a half LIM domains 2,34.0,14200.0,491928275.0,20372.0,2
2649,70813908,25,70101644,coronal,Spint1,"serine protease inhibitor, Kunitz type 1",47.0,20732.0,491928275.0,9653.0,2
2650,70927811,25,70123644,coronal,Fam84a,"family with sequence similarity 84, member A",37.0,105005.0,491928275.0,12576.0,2
2651,71015195,25,70298605,coronal,Endod1,endonuclease domain containing 1,54.0,71946.0,491928275.0,12425.0,2
2652,71015196,25,70298605,coronal,Tmed3,transmembrane emp24 domain containing 3,54.0,66111.0,491928275.0,7213.0,2
2653,71016617,25,70379896,coronal,Blcap,bladder cancer associated protein homolog (human),47.0,53619.0,491928275.0,38217.0,2
2654,276271,25,72587,coronal,Pyurf,Pigy upstream reading frame,51.0,66459.0,491928275.0,49832.0,2
2655,71249743,25,70430460,coronal,Brinp2,bone morphogenic protein/retinoic acid inducible neural-specific 2,34.0,240843.0,491928275.0,10905.0,2
2656,71249084,25,70430524,coronal,Limch1,LIM and calponin homology domains 1,50.0,77569.0,491928275.0,18953.0,2
2657,71247597,25,70404883,coronal,Bai3,brain-specific angiogenesis inhibitor 3,34.0,210933.0,491928275.0,1289.0,2
2658,74047442,25,72134986,coronal,Chml,choroideremia-like,34.0,12663.0,491928275.0,31055.0,2
2659,112202195,25,711111,coronal,Pth1r,parathyroid hormone 1 receptor,54.0,19228.0,491928275.0,267.0,2
2660,71670677,25,70822203,coronal,Npnt,nephronectin,48.0,114249.0,491928275.0,14138.0,2
2661,71670683,25,70822215,coronal,Pde7b,phosphodiesterase 7B,35.0,29863.0,491928275.0,32194.0,2
2662,71670681,25,70822203,coronal,Pald1,"phosphatase domain containing, paladin 1",35.0,27355.0,491928275.0,8453.0,2
2663,71717078,25,70929851,coronal,Hapln4,hyaluronan and proteoglycan link protein 4,53.0,330790.0,491928275.0,11304.0,2
2664,71670710,25,70897029,coronal,Zyx,zyxin,51.0,22793.0,491928275.0,31164.0,2
2665,70301273,25,69573390,coronal,Hmbox1,homeobox containing 1,40.0,219150.0,491928275.0,11589.0,2
2666,70301278,25,69573394,coronal,Clca3a2,chloride channel calcium activated 3A2,48.0,80797.0,491928275.0,74932.0,2
2667,71836849,25,71061925,coronal,Ier2,immediate early response 2,53.0,15936.0,491928275.0,3607.0,2
2668,71836833,25,71061887,coronal,Ina,"internexin neuronal intermediate filament protein, alpha",45.0,226180.0,491928275.0,10433.0,2
2669,71924341,25,71101570,coronal,Sgtb,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta",39.0,218544.0,491928275.0,10409.0,2
2670,71924291,25,71101496,coronal,B2m,beta-2 microglobulin,47.0,12010.0,491928275.0,2987.0,2
2671,72008118,25,71185654,coronal,6430548M08Rik,RIKEN cDNA 6430548M08 gene,53.0,234797.0,491928275.0,8825.0,2
2672,70231308,25,69466176,coronal,Slc20a2,"solute carrier family 20, member 2",53.0,20516.0,491928275.0,68531.0,2
2673,71923998,25,71083051,coronal,Itpk1,"inositol 1,3,4-triphosphate 5/6 kinase",37.0,217837.0,491928275.0,8588.0,2
2674,71920519,25,71083047,coronal,Sertad4,SERTA domain containing 4,34.0,214791.0,491928275.0,10483.0,2
2675,75043152,25,74865142,coronal,Srsf9,serine/arginine-rich splicing factor 9,50.0,108014.0,491928275.0,20819.0,2
2676,75043154,25,74865176,coronal,Rbmx,"RNA binding motif protein, X chromosome",57.0,19655.0,491928275.0,20494.0,2
2677,72007751,25,71167169,coronal,Erp29,endoplasmic reticulum protein 29,50.0,67397.0,491928275.0,4963.0,2
2678,72007935,25,71167178,coronal,Sulf2,sulfatase 2,47.0,72043.0,491928275.0,10313.0,2
2679,71920518,25,71083047,coronal,Sertm1,serine rich and transmembrane domain containing 1,48.0,329641.0,491928275.0,45594.0,2
2680,67870467,25,642993,coronal,Nfs1,nitrogen fixation gene 1 (S. cerevisiae),47.0,18041.0,491928275.0,5463.0,2
2681,67809268,25,382822,coronal,Ogfr,opioid growth factor receptor,47.0,72075.0,491928275.0,7199.0,2
2682,72109399,25,71227958,coronal,Wdfy2,WD repeat and FYVE domain containing 2,40.0,268752.0,491928275.0,14188.0,2
2683,72008119,25,71185654,coronal,Ier3,immediate early response 3,43.0,15937.0,491928275.0,2894.0,2
2684,73635977,25,71456224,coronal,Baz1a,bromodomain adjacent to zinc finger domain 1A,37.0,217578.0,491928275.0,45654.0,2
2685,73512495,25,71393089,coronal,Adcy4,adenylate cyclase 4,40.0,104110.0,491928275.0,23149.0,2
2686,72129250,25,71250816,coronal,Ralyl,RALY RNA binding protein-like,48.0,76897.0,491928275.0,18366.0,2
2687,72081406,25,71203532,coronal,Car12,carbonic anyhydrase 12,54.0,76459.0,491928275.0,20327.0,2
2688,72104183,25,71227954,coronal,Dpp10,dipeptidylpeptidase 10,34.0,269109.0,491928275.0,41400.0,2
2689,72119581,25,71227926,coronal,Cadps,Ca2+-dependent secretion activator,40.0,27062.0,491928275.0,2755.0,2
2690,72103841,25,71185713,coronal,Col4a6,"collagen, type IV, alpha 6",57.0,94216.0,491928275.0,48050.0,2
2691,72103854,25,71185713,coronal,Nell2,NEL-like 2,41.0,54003.0,491928275.0,4488.0,2
2692,70301274,25,69573390,coronal,Prkcd,"protein kinase C, delta",40.0,18753.0,491928275.0,55963.0,2
2693,72128754,25,71250808,coronal,Slc22a23,"solute carrier family 22, member 23",39.0,73102.0,491928275.0,41457.0,2
2694,70301275,25,69573390,coronal,Sgpp2,sphingosine-1-phosphate phosphotase 2,34.0,433323.0,491928275.0,51848.0,2
2695,72340223,25,71299316,coronal,Prlr,prolactin receptor,41.0,19116.0,491928275.0,733.0,2
2696,73512191,25,71392996,coronal,TC1410973,TIGR MGI TC1410973,,,,,2
2697,72472804,25,71392940,coronal,Galnt14,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14,43.0,71685.0,491928275.0,56997.0,2
2698,72472799,25,71392936,coronal,Fbn2,fibrillin 2,44.0,14119.0,491928275.0,1515.0,2
2699,72472788,25,71339237,coronal,Dusp4,dual specificity phosphatase 4,53.0,319520.0,491928275.0,1065.0,2
2700,73520988,25,71414650,coronal,Hspb3,heat shock protein 3,39.0,56534.0,491928275.0,31369.0,2
2701,73520964,25,71414593,coronal,Baalc,"brain and acute leukemia, cytoplasmic",41.0,118452.0,491928275.0,11732.0,2
2702,73512501,25,71393115,coronal,Stap2,signal transducing adaptor family member 2,43.0,106766.0,491928275.0,9798.0,2
2703,73520406,25,71393119,coronal,Prkch,"protein kinase C, eta",37.0,18755.0,491928275.0,84384.0,2
2704,73521805,25,71414685,coronal,Rab3c,"RAB3C, member RAS oncogene family",39.0,67295.0,491928275.0,23420.0,2
2705,73615572,25,71444841,coronal,LOC434236,similar to ubiquitin specific protease 31; ubiquitin specific proteinase 31,52.0,434236.0,491928275.0,,2
2706,70301086,25,69551882,coronal,Sybu,syntabulin (syntaxin-interacting),41.0,319613.0,491928275.0,9838.0,2
2707,73615782,25,71444940,coronal,Masp1,mannan-binding lectin serine peptidase 1,42.0,17174.0,491928275.0,88793.0,2
2708,73616023,25,71444945,coronal,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",41.0,20442.0,491928275.0,7540.0,2
2709,112645384,25,710945,coronal,Eva1c,eva-1 homolog C (C. elegans),42.0,70967.0,491928275.0,14383.0,2
2710,112646029,25,710945,coronal,Lhx9,LIM homeobox protein 9,34.0,16876.0,491928275.0,7816.0,2
2711,73788094,25,71571404,coronal,Slc30a3,"solute carrier family 30 (zinc transporter), member 3",50.0,22784.0,491928275.0,74470.0,2
2712,73769320,25,71525583,coronal,Tmem204,transmembrane protein 204,43.0,407831.0,491928275.0,36419.0,2
2713,73769321,25,71525583,coronal,Khdrbs3,"KH domain containing, RNA binding, signal transduction associated 3",41.0,13992.0,491928275.0,4780.0,2
2714,73769327,25,71525691,coronal,Neurl1a,neuralized homolog 1A (Drosophila),45.0,18011.0,491928275.0,32503.0,2
2715,73817930,25,71887442,coronal,Gyg,glycogenin,48.0,27357.0,491928275.0,31219.0,2
2716,73925717,25,71903209,coronal,Fhdc1,FH2 domain containing 1,48.0,229474.0,491928275.0,18920.0,2
2717,73907504,25,71903128,coronal,LOC620538,-,54.0,620538.0,491928275.0,,2
2718,73925724,25,71903154,coronal,Lppr3,lipid phosphate phosphatase-related protein type 3,35.0,216152.0,491928275.0,11769.0,2
2719,73931423,25,71993655,coronal,Gm17746,"predicted gene, 17746",37.0,432641.0,491928275.0,,2
2720,73931418,25,71993651,coronal,Gm4887,predicted gene 4887,52.0,233637.0,491928275.0,131294.0,2
2721,73817434,25,71887454,coronal,Nefm,"neurofilament, medium polypeptide",40.0,18040.0,491928275.0,38041.0,2
2722,73992939,25,72010481,coronal,Arhgap39,Rho GTPase activating protein 39,41.0,223666.0,491928275.0,27825.0,2
2723,73992718,25,72010453,coronal,Cntn4,contactin 4,51.0,269784.0,491928275.0,14257.0,2
2724,73992912,25,72010421,coronal,Hc,hemolytic complement,47.0,15139.0,491928275.0,20412.0,2
2725,73992925,25,72010429,coronal,Tmem72,transmembrane protein 72,51.0,319776.0,491928275.0,18704.0,2
2726,74047919,25,72172847,coronal,Tex261,testis expressed gene 261,51.0,21766.0,491928275.0,6131.0,2
2727,74047901,25,72147825,coronal,Fam213b,"family with sequence similarity 213, member B",49.0,66469.0,491928275.0,11976.0,2
2728,70928269,25,70220541,coronal,Klk10,kallikrein related-peptidase 10,52.0,69540.0,491928275.0,26428.0,2
2729,74274685,25,72970664,coronal,Socs5,suppressor of cytokine signaling 5,43.0,56468.0,491928275.0,10495.0,2
2730,74272040,25,72962240,coronal,Hist1h1b,"histone cluster 1, H1b",39.0,56702.0,491928275.0,110910.0,2
2731,74047909,25,72172843,coronal,Rab6a,"RAB6A, member RAS oncogene family",52.0,19346.0,491928275.0,55697.0,2
2732,70301084,25,69534612,coronal,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,37.0,217944.0,491928275.0,56563.0,2
2733,74357562,25,73425261,coronal,Moxd1,"monooxygenase, DBH-like 1",35.0,59012.0,491928275.0,22904.0,2
2734,74363350,25,73540626,coronal,Ltb,lymphotoxin B,43.0,16994.0,491928275.0,1752.0,2
2735,74425524,25,73540579,coronal,Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",40.0,29820.0,491928275.0,8481.0,2
2736,74363337,25,73521874,coronal,Fam160a1,"family with sequence similarity 160, member A1",48.0,229488.0,491928275.0,85149.0,2
2737,74363342,25,73540545,coronal,Foxred2,FAD-dependent oxidoreductase domain containing 2,41.0,239554.0,491928275.0,11800.0,2
2738,74425547,25,73568147,coronal,Jup,junction plakoglobin,36.0,16480.0,491928275.0,1680.0,2
2739,74425553,25,73568155,coronal,Amot,angiomotin,57.0,27494.0,491928275.0,15778.0,2
2740,74511987,25,73620101,coronal,Tmem145,transmembrane protein 145,52.0,330485.0,491928275.0,18333.0,2
2741,74512028,25,73633892,coronal,A830036E02Rik,RIKEN cDNA A830036E02 gene,36.0,353123.0,491928275.0,,2
2742,74511807,25,73573684,coronal,Gsto1,glutathione S-transferase omega 1,45.0,14873.0,491928275.0,37971.0,2
2743,71924155,25,71101536,coronal,Thsd7a,"thrombospondin, type I, domain containing 7A",51.0,330267.0,491928275.0,46582.0,2
2744,74586665,25,73651964,coronal,Glipr1,GLI pathogenesis-related 1 (glioma),35.0,73690.0,491928275.0,21357.0,2
2745,74581442,25,73634011,coronal,Palmd,palmdelphin,48.0,114301.0,491928275.0,9804.0,2
2746,74581443,25,73634011,coronal,Panx2,pannexin 2,41.0,406218.0,491928275.0,14155.0,2
2747,74581369,25,73633913,coronal,Otc,ornithine transcarbamylase,57.0,18416.0,491928275.0,446.0,2
2748,71064277,25,70404867,coronal,Pogk,pogo transposable element with KRAB domain,34.0,71592.0,491928275.0,32346.0,2
2749,74641322,25,73806603,coronal,Gpr156,G protein-coupled receptor 156,42.0,239845.0,491928275.0,17683.0,2
2750,74658077,25,73989811,coronal,E330009J07Rik,RIKEN cDNA E330009J07 gene,51.0,243780.0,491928275.0,82355.0,2
2751,74658080,25,73989811,coronal,Fscn1,"fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)",50.0,14086.0,491928275.0,48164.0,2
2752,71717602,25,71019332,coronal,Wbp5,WW domain binding protein 5,57.0,22381.0,491928275.0,7995.0,2
2753,74272916,25,72965028,coronal,Col27a1,"collagen, type XXVII, alpha 1",49.0,373864.0,491928275.0,69400.0,2
2754,74750032,25,74495221,coronal,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",47.0,214968.0,491928275.0,16195.0,2
2755,74750014,25,74495210,coronal,Chd3os,"chromodomain helicase DNA binding protein 3, opposite strand",36.0,80515.0,491928275.0,,2
2756,74800883,25,74357307,coronal,Uaca,uveal autoantigen with coiled-coil domains and ankyrin repeats,54.0,72565.0,491928275.0,74297.0,2
2757,72108825,25,71227918,coronal,Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1",52.0,16502.0,491928275.0,68134.0,2
2758,74819238,25,74553725,coronal,Eef1g,eukaryotic translation elongation factor 1 gamma,45.0,67160.0,491928275.0,20363.0,2
2759,74581383,25,73633987,coronal,Ackr1,atypical chemokine receptor 1 (Duffy blood group),34.0,13349.0,491928275.0,48067.0,2
2760,74819258,25,74553737,coronal,Hs6st1,heparan sulfate 6-O-sulfotransferase 1,34.0,50785.0,491928275.0,75051.0,2
2761,70744325,25,70091384,coronal,Osbpl6,oxysterol binding protein-like 6,47.0,99031.0,491928275.0,101447.0,2
2762,293694,25,83809,coronal,Zfand3,"zinc finger, AN1-type domain 3",43.0,21769.0,491928275.0,11077.0,2
2763,74881364,25,74657040,coronal,Tmem74,transmembrane protein 74,41.0,239408.0,491928275.0,17684.0,2
2764,324214,25,83930,coronal,Ccdc136,coiled-coil domain containing 136,51.0,232664.0,491928275.0,23378.0,2
2765,74988742,25,74833315,coronal,Cep72,centrosomal protein 72,39.0,74470.0,491928275.0,10027.0,2
2766,74988591,25,74785062,coronal,Gramd3,GRAM domain containing 3,44.0,107022.0,491928275.0,32570.0,2
2767,74988601,25,74785062,coronal,Mpv17l2,MPV17 mitochondrial membrane protein-like 2,53.0,234384.0,491928275.0,13093.0,2
2768,74988453,25,74784500,coronal,Sec14l1,SEC14-like 1 (S. cerevisiae),36.0,74136.0,491928275.0,37719.0,2
2769,74988454,25,74784500,coronal,Aacs,acetoacetyl-CoA synthetase,50.0,78894.0,491928275.0,11322.0,2
2770,74958606,25,74741197,coronal,8030498B09Rik,RIKEN cDNA 8030498B09 gene,54.0,77547.0,491928275.0,,2
2771,70231995,25,69466180,coronal,Osbpl3,oxysterol binding protein-like 3,51.0,71720.0,491928275.0,49422.0,2
2772,75041550,25,74834137,coronal,C1qtnf3,C1q and tumor necrosis factor related protein 3,41.0,81799.0,491928275.0,88921.0,2
2773,75042241,25,74834168,coronal,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",40.0,239273.0,491928275.0,74563.0,2
2774,75041431,25,74833955,coronal,Six3os1,"SIX homeobox 3, opposite strand 1",43.0,100043902.0,491928275.0,,2
2775,75081398,25,74899372,coronal,Zfp330,zinc finger protein 330,53.0,30932.0,491928275.0,8714.0,2
2776,75084473,25,74878483,coronal,Nhlrc1,NHL repeat containing 1,39.0,105193.0,491928275.0,18439.0,2
2777,75084131,25,74878321,coronal,Rarres1,retinoic acid receptor responder (tazarotene induced) 1,48.0,109222.0,491928275.0,2166.0,2
2778,75080644,25,74899330,coronal,Synpo,synaptopodin,44.0,104027.0,491928275.0,5274.0,2
2779,75144618,25,74899350,coronal,Tspan2,tetraspanin 2,48.0,70747.0,491928275.0,21169.0,2
2780,75084491,25,74878325,coronal,Pcsk6,proprotein convertase subtilisin/kexin type 6,52.0,18553.0,491928275.0,20569.0,2
2781,75651226,25,75078577,coronal,Smpd4,sphingomyelin phosphodiesterase 4,42.0,77626.0,491928275.0,9813.0,2
2782,75651128,25,75064248,coronal,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",53.0,208936.0,491928275.0,65241.0,2
2783,75650861,25,75064011,coronal,Xlr3a,X-linked lymphocyte-regulated 3A,57.0,22445.0,491928275.0,40784.0,2
2784,75773705,25,75180188,coronal,Atp5sl,ATP5S-like,52.0,66349.0,491928275.0,9973.0,2
2785,75551473,25,75064115,coronal,P2rx2,"purinergic receptor P2X, ligand-gated ion channel, 2",50.0,231602.0,491928275.0,14251.0,2
2786,74988459,25,74785054,coronal,Rnaset2b,ribonuclease T2B,43.0,68195.0,491928275.0,31190.0,2
2787,75774115,25,75195186,coronal,Npc2,Niemann-Pick type C2,37.0,67963.0,491928275.0,4697.0,2
2788,74583118,25,73652000,coronal,Eid1,EP300 interacting inhibitor of differentiation 1,47.0,58521.0,491928275.0,49376.0,2
2789,74819257,25,74553737,coronal,Dffa,"DNA fragmentation factor, alpha subunit",49.0,13347.0,491928275.0,3240.0,2
2790,73817444,25,71887438,coronal,Dlg2,"discs, large homolog 2 (Drosophila)",52.0,23859.0,491928275.0,1046.0,2
2791,75077281,25,74865233,coronal,Rarres2,retinoic acid receptor responder (tazarotene induced) 2,51.0,71660.0,491928275.0,2167.0,2
2792,74958616,25,74741197,coronal,Heg1,HEG homolog 1 (zebrafish),42.0,77446.0,491928275.0,35276.0,2
2793,247974,25,72482,coronal,Zscan22,zinc finger and SCAN domain containing 22,52.0,232878.0,491928275.0,68122.0,2
2794,356090,25,83971,coronal,Gaa,"glucosidase, alpha, acid",36.0,14387.0,491928275.0,37268.0,2
2795,73520983,25,71414628,coronal,H2-Eb1,"histocompatibility 2, class II antigen E beta",43.0,14969.0,491928275.0,128336.0,2
2796,323589,25,83886,coronal,Atp5s,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit S",37.0,68055.0,491928275.0,12232.0,2
2797,74881733,25,74703313,coronal,Atrx,alpha thalassemia/mental retardation syndrome X-linked homolog (human),57.0,22589.0,491928275.0,416.0,2
2798,74819565,25,74580301,coronal,Iscu,IscU iron-sulfur cluster scaffold homolog (E. coli),50.0,66383.0,491928275.0,6991.0,2
2799,71924259,25,71101496,coronal,Kcns2,"K+ voltage-gated channel, subfamily S, 2",41.0,16539.0,491928275.0,22465.0,2
2800,356859,25,83971,coronal,Ap1b1,"adaptor protein complex AP-1, beta 1 subunit",36.0,11764.0,491928275.0,21972.0,2
