experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
68797511,25,68151403,sagittal,Fam118b,"family with sequence similarity 118, member B",54.0,109229.0,491928275.0,11584.0,2
71493855,25,70614004,sagittal,9330104G04Rik,RIKEN cDNA 9330104G04 gene,52.0,320950.0,491928275.0,,2
68799095,25,68054275,sagittal,Pgpep1,pyroglutamyl-peptidase I,53.0,66522.0,491928275.0,9793.0,2
71456131,25,70538381,sagittal,Vimp,VCP-interacting membrane protein,52.0,109815.0,491928275.0,10200.0,2
70812705,25,70041792,sagittal,LOC545143,-,41.0,545143.0,491928275.0,,2
70723313,25,69941359,sagittal,LOC433491,LOC433491,47.0,433491.0,491928275.0,,2
74634819,25,73977239,sagittal,Chrne,"cholinergic receptor, nicotinic, epsilon polypeptide",36.0,11448.0,491928275.0,60.0,2
73496947,25,72575765,sagittal,Kcnq2,"potassium voltage-gated channel, subfamily Q, member 2",47.0,16536.0,491928275.0,26174.0,2
70593339,25,69778778,sagittal,Nrarp,Notch-regulated ankyrin repeat protein,47.0,67122.0,491928275.0,32649.0,2
73808147,25,71648483,sagittal,F930106M21Rik*,RIKEN cDNA F930106M21 gene (non-RefSeq),,,,,2
69981181,25,69466140,sagittal,Tnfsf4,"tumor necrosis factor (ligand) superfamily, member 4",34.0,22164.0,491928275.0,2495.0,2
68203458,25,645615,sagittal,Slc27a5,"solute carrier family 27 (fatty acid transporter), member 5",52.0,26459.0,491928275.0,7596.0,2
69256640,25,69223348,sagittal,F2rl3,coagulation factor II (thrombin) receptor-like 3,53.0,14065.0,491928275.0,36148.0,2
686216,25,356710,sagittal,Zdhhc16,"zinc finger, DHHC domain containing 16",45.0,74168.0,491928275.0,11377.0,2
69671660,25,69204525,sagittal,Dusp9,dual specificity phosphatase 9,57.0,75590.0,491928275.0,1066.0,2
69524539,25,69133513,sagittal,AI450948,expressed sequence AI450948,37.0,382643.0,491928275.0,,2
69113542,25,69084257,sagittal,Sept4,septin 4,36.0,18952.0,491928275.0,6107.0,2
69442371,25,69048509,sagittal,4930578C19Rik,RIKEN cDNA 4930578C19 gene,57.0,75905.0,491928275.0,23469.0,2
71393346,25,70516761,sagittal,Has1,hyaluronan synthase1,43.0,15116.0,491928275.0,1165.0,2
69407929,25,69026116,sagittal,Zfp949,zinc finger protein 949,54.0,71640.0,491928275.0,129930.0,2
68843787,25,68678191,sagittal,Polr3a,polymerase (RNA) III (DNA directed) polypeptide A,40.0,218832.0,491928275.0,5124.0,2
71281937,25,70404831,sagittal,F630040K05Rik,RIKEN cDNA F630040K05 gene,43.0,433111.0,491928275.0,,2
69014872,25,68579632,sagittal,Parp16,"poly (ADP-ribose) polymerase family, member 16",54.0,214424.0,491928275.0,9878.0,2
69013371,25,68569813,sagittal,Ric8b,resistance to inhibitors of cholinesterase 8 homolog B (C. elegans),35.0,237422.0,491928275.0,23080.0,2
71211770,25,70379936,sagittal,Pwwp2b,PWWP domain containing 2B,52.0,101631.0,491928275.0,19056.0,2
73906215,25,72008775,sagittal,9530085C10Rik*,RIKEN cDNA 9530085C10 gene (non-RefSeq),,,,,2
71021164,25,70123744,sagittal,D130009I18Rik,RIKEN cDNA D130009I18 gene,40.0,320249.0,491928275.0,,2
68795405,25,68054296,sagittal,Ddx59,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,34.0,67997.0,491928275.0,12222.0,2
70722898,25,69914425,sagittal,LOC433088,LOC433088,43.0,433088.0,491928275.0,,2
70300822,25,69594224,sagittal,Pla2g2f,"phospholipase A2, group IIF",49.0,26971.0,491928275.0,8084.0,2
67767461,25,67758235,sagittal,Hinfp,histone H4 transcription factor,54.0,102423.0,491928275.0,9174.0,2
70295572,25,69573549,sagittal,Gm608,predicted gene 608,42.0,207806.0,491928275.0,19504.0,2
69526677,25,69485954,sagittal,Aoah,acyloxyacyl hydrolase,39.0,27052.0,491928275.0,1238.0,2
69873301,25,69409324,sagittal,Rps6,ribosomal protein S6,49.0,20104.0,491928275.0,85949.0,2
631725,25,594497,sagittal,Echdc3,enoyl Coenzyme A hydratase domain containing 3,47.0,67856.0,491928275.0,11484.0,2
69407325,25,68950380,sagittal,2900005J15Rik,RIKEN cDNA 2900005J15 gene,50.0,67261.0,491928275.0,,2
71656678,25,70896986,sagittal,Galnt9,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9,50.0,231605.0,491928275.0,72793.0,2
67815941,25,321735,sagittal,Tmem203,transmembrane protein 203,47.0,227615.0,491928275.0,107047.0,2
512769,25,220448,sagittal,Timm13,translocase of inner mitochondrial membrane 13,35.0,30055.0,491928275.0,40846.0,2
69288902,25,68857421,sagittal,Dmrta1,doublesex and mab-3 related transcription factor like family A1,49.0,242523.0,491928275.0,18477.0,2
71570741,25,70720542,sagittal,Rnf24,ring finger protein 24,47.0,51902.0,491928275.0,5223.0,2
68632057,25,68203544,sagittal,Pfdn1,prefoldin 1,44.0,67199.0,491928275.0,37644.0,2
73949532,25,71993699,sagittal,Dopey1,dopey family member 1,54.0,320615.0,491928275.0,26645.0,2
73834481,25,71887446,sagittal,D930042J21Rik*,RIKEN cDNA D930042J21 gene (non-RefSeq),,,,,2
68302035,25,68002930,sagittal,Rrp36,ribosomal RNA processing 36 homolog (S. cerevisiae),43.0,224823.0,491928275.0,40346.0,2
73767154,25,71637847,sagittal,F730214C23Rik*,RIKEN cDNA F730214C23 gene (non-RefSeq),,,,,2
70201540,25,70044767,sagittal,Hdhd1a,haloacid dehalogenase-like hydrolase domain containing 1A,44.0,67365.0,491928275.0,8093.0,2
68546554,25,67966265,sagittal,Prkci,"protein kinase C, iota",48.0,18759.0,491928275.0,37667.0,2
71281331,25,71121382,sagittal,Fastkd1,FAST kinase domains 1,47.0,320720.0,491928275.0,36420.0,2
70785242,25,69977323,sagittal,Vmn1r4,vomeronasal 1 receptor 4,51.0,171194.0,491928275.0,131060.0,2
68499219,25,67928808,sagittal,Spns2,spinster homolog 2,36.0,216892.0,491928275.0,71040.0,2
69837160,25,69840935,sagittal,Dync1i1,dynein cytoplasmic 1 intermediate chain 1,51.0,13426.0,491928275.0,68398.0,2
70445610,25,69705311,sagittal,Osgin2,oxidative stress induced growth inhibitor family member 2,49.0,209212.0,491928275.0,3201.0,2
68444654,25,67801413,sagittal,Card14,"caspase recruitment domain family, member 14",36.0,170720.0,491928275.0,11469.0,2
70278111,25,69573626,sagittal,Kdm6b,KDM1 lysine (K)-specific demethylase 6B,36.0,216850.0,491928275.0,18945.0,2
68444720,25,67801377,sagittal,Aspa,aspartoacylase,36.0,11484.0,491928275.0,33.0,2
70919191,25,70873141,sagittal,Rpusd4,RNA pseudouridylate synthase domain containing 4,54.0,71989.0,491928275.0,32794.0,2
68193029,25,557117,sagittal,Mtfr1l,mitochondrial fission regulator 1-like,49.0,76824.0,491928275.0,10472.0,2
70918946,25,70666285,sagittal,Brinp1,bone morphogenic protein/retinoic acid inducible neural specific 1,49.0,56710.0,491928275.0,8754.0,2
69549279,25,69278712,sagittal,Ccdc101,coiled-coil domain containing 101,52.0,75565.0,491928275.0,12607.0,2
71213707,25,70397041,sagittal,Esyt2,extended synaptotagmin-like protein 2,37.0,52635.0,491928275.0,32699.0,2
69262281,25,69071976,sagittal,Rap2b,"RAP2B, member of RAS oncogene family",48.0,74012.0,491928275.0,55701.0,2
69202496,25,68814417,sagittal,Fam57a,"family with sequence similarity 57, member A",36.0,116972.0,491928275.0,11720.0,2
71211389,25,70309831,sagittal,Ube2w,ubiquitin-conjugating enzyme E2W (putative),34.0,66799.0,491928275.0,10119.0,2
75828168,25,75238449,sagittal,Gtpbp4,GTP binding protein 4,39.0,69237.0,491928275.0,7100.0,2
74734848,25,74357340,sagittal,Olfr685,olfactory receptor 685,52.0,258160.0,491928275.0,66455.0,2
69014836,25,68579591,sagittal,Dpp9,dipeptidylpeptidase 9,43.0,224897.0,491928275.0,16385.0,2
73716555,25,73654294,sagittal,Clasrp,CLK4-associating serine/arginine rich protein,52.0,53609.0,491928275.0,21391.0,2
70795859,25,70013790,sagittal,Pgd,phosphogluconate dehydrogenase,49.0,110208.0,491928275.0,68268.0,2
70784904,25,69977165,sagittal,Pcdhga8,"protocadherin gamma subfamily A, 8",44.0,93716.0,491928275.0,57162.0,2
71892256,25,71101459,sagittal,Amtn,amelotin,50.0,71421.0,491928275.0,52640.0,2
68919091,25,68259584,sagittal,Atad3a,"ATPase family, AAA domain containing 3A",49.0,108888.0,491928275.0,10059.0,2
68080687,25,67964536,sagittal,Commd5,COMM domain containing 5,41.0,66398.0,491928275.0,8548.0,2
69671768,25,69253073,sagittal,Lppr1,lipid phosphate phosphatase-related protein type 1,49.0,272031.0,491928275.0,9815.0,2
71493849,25,70614004,sagittal,9230110C19Rik,RIKEN cDNA 9230110C19 gene,54.0,234912.0,491928275.0,13163.0,2
69443349,25,69048573,sagittal,Coa4,cytochrome c oxidase assembly factor 4,52.0,68185.0,491928275.0,9567.0,2
71378046,25,70499929,sagittal,1700024B05Rik,RIKEN cDNA 1700024B05 gene,40.0,100503856.0,491928275.0,115686.0,2
583543,25,276586,sagittal,Snx15,sorting nexin 15,45.0,69024.0,491928275.0,12294.0,2
386255,25,104428,sagittal,Slc46a3,"solute carrier family 46, member 3",50.0,71706.0,491928275.0,41733.0,2
227746,25,72664,sagittal,Pyurf,Pigy upstream reading frame,51.0,66459.0,491928275.0,49832.0,2
69290867,25,68871036,sagittal,Gzf1,GDNF-inducible zinc finger protein 1,47.0,74533.0,491928275.0,11200.0,2
69202812,25,68814397,sagittal,Tdrp,testis development related protein,53.0,72148.0,491928275.0,18348.0,2
69116751,25,68748534,sagittal,Eif4ebp3,eukaryotic translation initiation factor 4E binding protein 3,44.0,108112.0,491928275.0,37841.0,2
70302204,25,70248776,sagittal,Slfn5,schlafen 5,36.0,327978.0,491928275.0,18839.0,2
68744444,25,68350071,sagittal,Caskin2,CASK-interacting protein 2,36.0,140721.0,491928275.0,32485.0,2
75988390,25,75343477,sagittal,Dspp,dentin sialophosphoprotein,50.0,666279.0,491928275.0,56286.0,2
75197654,25,75065680,sagittal,Clcf1,cardiotrophin-like cytokine factor 1,45.0,56708.0,491928275.0,8299.0,2
74734872,25,74357340,sagittal,Olfr71,olfactory receptor 71,49.0,56015.0,491928275.0,10460.0,2
69672545,25,69636946,sagittal,Fndc1,fibronectin type III domain containing 1,43.0,68655.0,491928275.0,19648.0,2
71920429,25,71735972,sagittal,Lmo7,LIM domain only 7,40.0,380928.0,491928275.0,83924.0,2
68410225,25,67966149,sagittal,Spon2,"spondin 2, extracellular matrix protein",50.0,100689.0,491928275.0,40843.0,2
71495891,25,71340307,sagittal,Ccdc108,coiled-coil domain containing 108,34.0,241116.0,491928275.0,28093.0,2
72283426,25,71298854,sagittal,Prr27,proline rich 27,50.0,73779.0,491928275.0,35423.0,2
68545723,25,67963138,sagittal,Ndufaf3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3",54.0,66706.0,491928275.0,32460.0,2
70300690,25,69585051,sagittal,Pcdhb1,protocadherin beta 1,44.0,93872.0,491928275.0,8348.0,2
69288608,25,69224007,sagittal,AI854703,expressed sequence AI854703,51.0,243373.0,491928275.0,,2
71022585,25,70873259,sagittal,LOC435800,LOC435800,49.0,435800.0,491928275.0,,2
69526450,25,69145751,sagittal,Aim1,absent in melanoma 1,35.0,11630.0,491928275.0,18168.0,2
71579873,25,70780186,sagittal,Adap2,ArfGAP with dual PH domains 2,36.0,216991.0,491928275.0,10179.0,2
69288908,25,68857421,sagittal,Phf20l1,PHD finger protein 20-like 1,41.0,239510.0,491928275.0,9341.0,2
70946592,25,70073415,sagittal,Mmp24,matrix metallopeptidase 24,47.0,17391.0,491928275.0,21331.0,2
67815945,25,321735,sagittal,Psmc5,"protease (prosome, macropain) 26S subunit, ATPase 5",36.0,19184.0,491928275.0,2098.0,2
70946201,25,70042340,sagittal,Ankdd1b,ankyrin repeat and death domain containing 1B,39.0,271144.0,491928275.0,19566.0,2
69080048,25,68693017,sagittal,Arhgef3,Rho guanine nucleotide exchange factor (GEF) 3,40.0,71704.0,491928275.0,41329.0,2
545119,25,276509,sagittal,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A,44.0,225283.0,491928275.0,124432.0,2
68843751,25,68350271,sagittal,Igf2bp2,insulin-like growth factor 2 mRNA binding protein 2,42.0,319765.0,491928275.0,4774.0,2
68845556,25,68162296,sagittal,Rph3a,rabphilin 3A,50.0,19894.0,491928275.0,7921.0,2
68844241,25,68076445,sagittal,Bag4,BCL2-associated athanogene 4,53.0,67384.0,491928275.0,31270.0,2
68545057,25,67935974,sagittal,Rbp7,"retinol binding protein 7, cellular",49.0,63954.0,491928275.0,32521.0,2
75694311,25,75078771,sagittal,Il1rl1,interleukin 1 receptor-like 1,34.0,17082.0,491928275.0,2862.0,2
69672539,25,69636933,sagittal,Fnbp4,formin binding protein 4,47.0,55935.0,491928275.0,9087.0,2
68545300,25,67956936,sagittal,Krt33a,keratin 33A,36.0,71888.0,491928275.0,68245.0,2
74736243,25,74425893,sagittal,LOC433602,similar to Nonhistone chromosomal protein HMG-14 (High-mobility group nucleosome binding domain 1),48.0,433602.0,491928275.0,,2
74734764,25,74357315,sagittal,Olfr639,olfactory receptor 639,52.0,259088.0,491928275.0,17497.0,2
73767335,25,71648452,sagittal,F930037H19Rik*,RIKEN cDNA F930037H19 gene (non-RefSeq),,,,,2
68498696,25,67809260,sagittal,Isg20,interferon-stimulated protein,52.0,57444.0,491928275.0,31081.0,2
73513492,25,71393022,sagittal,AY702103,cDNA sequence AY702103,43.0,446210.0,491928275.0,,2
583873,25,583836,sagittal,Cbwd1,COBW domain containing 1,45.0,226043.0,491928275.0,6843.0,2
71764138,25,70971189,sagittal,Trim30d,tripartite motif-containing 30D,52.0,209387.0,491928275.0,114426.0,2
69735120,25,69289477,sagittal,Hsd17b1,hydroxysteroid (17-beta) dehydrogenase 1,36.0,15485.0,491928275.0,37303.0,2
69549617,25,69278848,sagittal,Mtmr2,myotubularin related protein 2,54.0,77116.0,491928275.0,22951.0,2
68157385,25,419240,sagittal,Zwint,ZW10 interactor,35.0,52696.0,491928275.0,48496.0,2
71489794,25,70538478,sagittal,Dbhos,"dopamine beta hydroxylase, opposite strand",47.0,329371.0,491928275.0,,2
69134679,25,68749296,sagittal,Nhej1,nonhomologous end-joining factor 1,34.0,75570.0,491928275.0,11714.0,2
68920827,25,68262379,sagittal,Mmp8,matrix metallopeptidase 8,54.0,17394.0,491928275.0,22482.0,2
71152599,25,70230627,sagittal,Mm.235026,Unigene Mm.235026,,,,,2
68342330,25,67966133,sagittal,Oma1,"OMA1 homolog, zinc metallopeptidase (S. cerevisiae)",49.0,67013.0,491928275.0,12070.0,2
68341830,25,67965842,sagittal,Caap1,caspase activity and apoptosis inhibitor 1,49.0,67770.0,491928275.0,32607.0,2
77620423,25,77415413,sagittal,Mmgt1,membrane magnesium transporter 1,57.0,236792.0,491928275.0,15570.0,2
74734860,25,74357340,sagittal,Olfr690,olfactory receptor 690,52.0,56860.0,491928275.0,10653.0,2
70231104,25,69551894,sagittal,Fam155a,"family with sequence similarity 155, member A",53.0,270028.0,491928275.0,83472.0,2
70218950,25,69534656,sagittal,Glt1d1,glycosyltransferase 1 domain containing 1,50.0,319804.0,491928275.0,16965.0,2
74580721,25,73817978,sagittal,4930592A05Rik,RIKEN cDNA 4930592A05 gene,41.0,75880.0,491928275.0,,2
74427072,25,73521857,sagittal,Cr2,complement receptor 2,34.0,12902.0,491928275.0,55611.0,2
73748809,25,71648439,sagittal,F630049H13Rik*,RIKEN cDNA F630049H13 gene (non-RefSeq),,,,,2
68196970,25,591135,sagittal,Otud6b,OTU domain containing 6B,49.0,72201.0,491928275.0,6064.0,2
69782372,25,69354746,sagittal,Npr1,natriuretic peptide receptor 1,48.0,18160.0,491928275.0,37367.0,2
68191156,25,413732,sagittal,2210018M11Rik,RIKEN cDNA 2210018M11 gene,52.0,233545.0,491928275.0,32465.0,2
70813053,25,70666221,sagittal,Eri2,exoribonuclease 2,52.0,71151.0,491928275.0,12383.0,2
583862,25,583828,sagittal,Tmem9,transmembrane protein 9,34.0,66241.0,491928275.0,9515.0,2
69540653,25,69163505,sagittal,Cdc7,cell division cycle 7 (S. cerevisiae),50.0,12545.0,491928275.0,31166.0,2
71488343,25,70538528,sagittal,Srpk3,serine/arginine-rich protein specific kinase 3,57.0,56504.0,491928275.0,69164.0,2
71492832,25,70538473,sagittal,1500012K07Rik,RIKEN cDNA 1500012K07 gene,52.0,68954.0,491928275.0,,2
69527746,25,69145779,sagittal,Nfkbid,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta",52.0,243910.0,491928275.0,13101.0,2
71281831,25,70404827,sagittal,Tbpl2,TATA box binding protein like 2,47.0,227606.0,491928275.0,82010.0,2
68546137,25,67966225,sagittal,Evi2a,ecotropic viral integration site 2a,36.0,14017.0,491928275.0,49234.0,2
67792208,25,67780658,sagittal,Kazn,"kazrin, periplakin interacting protein",49.0,71529.0,491928275.0,16235.0,2
75774663,25,75195304,sagittal,Zfyve27,"zinc finger, FYVE domain containing 27",45.0,319740.0,491928275.0,16939.0,2
68269296,25,67501031,sagittal,BC006965,cDNA sequence BC006965,36.0,217294.0,491928275.0,,2
70611072,25,69837680,sagittal,LOC432590,similar to hypothetical protein A430060F13,36.0,432590.0,491928275.0,,2
76097724,25,75749849,sagittal,Crtc3,CREB regulated transcription coactivator 3,52.0,70461.0,491928275.0,11248.0,2
74822575,25,74510861,sagittal,B230369F24Rik,RIKEN cDNA B230369F24 gene,34.0,320110.0,491928275.0,,2
74734842,25,74357340,sagittal,Olfr684,olfactory receptor 684,52.0,244187.0,491928275.0,110479.0,2
74580865,25,73888556,sagittal,Fam3b,"family with sequence similarity 3, member B",42.0,52793.0,491928275.0,10766.0,2
74509597,25,73573656,sagittal,Gas2l1,growth arrest-specific 2 like 1,36.0,78926.0,491928275.0,4733.0,2
69816792,25,69401443,sagittal,Rpl26,ribosomal protein L26,36.0,19941.0,491928275.0,113207.0,2
71832994,25,71735968,sagittal,Prl7c1,"prolactin family 7, subfamily c, member 1",39.0,67505.0,491928275.0,,2
73808432,25,71717864,sagittal,Fat4,FAT tumor suppressor homolog 4 (Drosophila),48.0,329628.0,491928275.0,14377.0,2
73635489,25,71456172,sagittal,Ms4a3,"membrane-spanning 4-domains, subfamily A, member 3",45.0,170813.0,491928275.0,4472.0,2
72471802,25,71325194,sagittal,Crygd,"crystallin, gamma D",34.0,12967.0,491928275.0,36213.0,2
71307358,25,70493996,sagittal,Gm266,predicted gene 266,37.0,212539.0,491928275.0,19334.0,2
69549673,25,69278784,sagittal,Tgoln1,trans-golgi network protein,51.0,22134.0,491928275.0,31383.0,2
69626540,25,69215090,sagittal,Mylk3,myosin light chain kinase 3,53.0,213435.0,491928275.0,35278.0,2
70302521,25,70248808,sagittal,Tlr13,toll-like receptor 13,57.0,279572.0,491928275.0,131340.0,2
71162004,25,70220577,sagittal,Mm.316532,Unigene Mm.316532,,,,,2
69353693,25,68879856,sagittal,1700040L02Rik,RIKEN cDNA 1700040L02 gene,35.0,73287.0,491928275.0,12495.0,2
69134523,25,68752176,sagittal,Bag1,BCL2-associated athanogene 1,49.0,12017.0,491928275.0,3190.0,2
75695641,25,75078683,sagittal,3010026O09Rik,RIKEN cDNA 3010026O09 gene,36.0,68067.0,491928275.0,75241.0,2
70812793,25,70041818,sagittal,Ppy,pancreatic polypeptide,36.0,19064.0,491928275.0,2039.0,2
70793881,25,70006126,sagittal,LOC434301,similar to Rho-GTPase-activating protein 7 (Rho-type GTPase-activating protein 7) (Deleted in liver cancer 1 protein homolog) (Dlc-1) (StAR-related lipid transfer protein 12) (StARD12) (START domain-containing protein 12),53.0,434301.0,491928275.0,,2
74734938,25,74357344,sagittal,Olfr750,olfactory receptor 750,40.0,404319.0,491928275.0,19719.0,2
74734932,25,74357344,sagittal,Olfr745,olfactory receptor 745,40.0,258296.0,491928275.0,27116.0,2
68637868,25,68203668,sagittal,Rnf130,ring finger protein 130,36.0,59044.0,491928275.0,41267.0,2
74277718,25,73440043,sagittal,Il15ra,"interleukin 15 receptor, alpha chain",47.0,16169.0,491928275.0,1650.0,2
70724929,25,69965109,sagittal,Krtap4-7,keratin associated protein 4-7,36.0,76444.0,491928275.0,130771.0,2
73497792,25,72575761,sagittal,Zfp607,zinc finger proten 607,52.0,545938.0,491928275.0,115746.0,2
73584879,25,71444825,sagittal,A930002H24Rik,RIKEN cDNA A930002H24 gene,43.0,320004.0,491928275.0,,2
70303719,25,69619534,sagittal,Syngr1,synaptogyrin 1,41.0,20972.0,491928275.0,3456.0,2
72005997,25,71203500,sagittal,Gm16853,"predicted gene, 16853",54.0,330902.0,491928275.0,,2
70300953,25,69594245,sagittal,Psors1c2,psoriasis susceptibility 1 candidate 2 (human),43.0,57390.0,491928275.0,105711.0,2
70194504,25,69466202,sagittal,Ube2c,ubiquitin-conjugating enzyme E2C,47.0,68612.0,491928275.0,5096.0,2
69735980,25,69333153,sagittal,Ksr1,kinase suppressor of ras 1,36.0,16706.0,491928275.0,8410.0,2
69608851,25,69215070,sagittal,Tmem131,transmembrane protein 131,34.0,56030.0,491928275.0,32428.0,2
69734452,25,69163565,sagittal,Drc7,dynein regulatory complex subunit 7,53.0,330830.0,491928275.0,12996.0,2
69261958,25,69071951,sagittal,Cdc23,CDC23 cell division cycle 23,44.0,52563.0,491928275.0,3426.0,2
69444897,25,69059299,sagittal,Usp31,ubiquitin specific peptidase 31,52.0,76179.0,491928275.0,44504.0,2
70528091,25,70430961,sagittal,Bpifb9a,"BPI fold containing family B, member 9A",47.0,71425.0,491928275.0,128535.0,2
71211758,25,70379936,sagittal,Zfp511,zinc finger protein 511,52.0,69752.0,491928275.0,42950.0,2
70787026,25,70006155,sagittal,Nom1,nucleolar protein with MIF4G domain 1,50.0,433864.0,491928275.0,39776.0,2
74734920,25,74357344,sagittal,Olfr735,olfactory receptor 735,40.0,257909.0,491928275.0,71977.0,2
73497507,25,72575789,sagittal,Fancm,"Fanconi anemia, complementation group M",37.0,104806.0,491928275.0,35378.0,2
68744438,25,68350071,sagittal,Enox1,ecto-NOX disulfide-thiol exchanger 1,40.0,239188.0,491928275.0,56793.0,2
70611305,25,69837711,sagittal,LOC432785,similar to mKIAA0686 protein,39.0,432785.0,491928275.0,,2
71891701,25,71062001,sagittal,4930463O16Rik,RIKEN cDNA 4930463O16 gene,35.0,75804.0,491928275.0,,2
68300809,25,68123349,sagittal,Mmp3,matrix metallopeptidase 3,54.0,17392.0,491928275.0,20545.0,2
70565201,25,69765669,sagittal,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin)",45.0,22287.0,491928275.0,2518.0,2
68341525,25,67965784,sagittal,Fig4,FIG4 homolog (S. cerevisiae),35.0,103199.0,491928275.0,6713.0,2
69885612,25,69434163,sagittal,Snx13,sorting nexin 13,37.0,217463.0,491928275.0,41011.0,2
69838736,25,69426141,sagittal,Metrn,"meteorin, glial cell differentiation regulator",43.0,70083.0,491928275.0,11432.0,2
69816858,25,69401447,sagittal,Sirt1,sirtuin 1,35.0,93759.0,491928275.0,56556.0,2
67792200,25,67780654,sagittal,Glo1,glyoxalase 1,43.0,109801.0,491928275.0,4880.0,2
67765702,25,67758199,sagittal,Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",36.0,71679.0,491928275.0,81748.0,2
532696,25,275629,sagittal,Gnb1l,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",42.0,13972.0,491928275.0,41515.0,2
413811,25,220420,sagittal,Cdip1,cell death inducing Trp53 target 1,42.0,66626.0,491928275.0,40879.0,2
69735861,25,69289692,sagittal,Klhl13,kelch-like 13,57.0,67455.0,491928275.0,23571.0,2
74734800,25,74357336,sagittal,Olfr655,olfactory receptor 655,52.0,258817.0,491928275.0,17403.0,2
71808759,25,71019340,sagittal,Oit3,oncoprotein induced transcript 3,35.0,18302.0,491928275.0,7870.0,2
69448008,25,69072006,sagittal,Cfap69,cilia and flagella associated protein 69,50.0,207686.0,491928275.0,11718.0,2
69443292,25,69026096,sagittal,Tmem67,transmembrane protein 67,49.0,329795.0,491928275.0,71886.0,2
71832850,25,71735933,sagittal,Fam173a,"family with sequence similarity 173, member A",43.0,214917.0,491928275.0,11398.0,2
71493141,25,70592976,sagittal,3300005D01Rik,RIKEN cDNA 3300005D01 gene,43.0,78512.0,491928275.0,,2
68341848,25,67965842,sagittal,4930453N24Rik,RIKEN cDNA 4930453N24 gene,42.0,67609.0,491928275.0,27867.0,2
70528288,25,70430985,sagittal,Slc25a44,"solute carrier family 25, member 44",48.0,229517.0,491928275.0,14000.0,2
71211272,25,70309819,sagittal,Ppat,phosphoribosyl pyrophosphate amidotransferase,50.0,231327.0,491928275.0,68272.0,2
68446069,25,67809232,sagittal,Nox4,NADPH oxidase 4,52.0,50490.0,491928275.0,41065.0,2
77620361,25,77466824,sagittal,Stxbp2,syntaxin binding protein 2,53.0,20911.0,491928275.0,55530.0,2
70787489,25,70006193,sagittal,LOC434154,similar to FLJ41131 protein,52.0,434154.0,491928275.0,,2
70724774,25,69941397,sagittal,Gzmf,granzyme F,40.0,14943.0,491928275.0,62159.0,2
70722964,25,69914485,sagittal,LOC433173,LOC433173,44.0,433173.0,491928275.0,,2
70719030,25,69914413,sagittal,BC062185,cDNA sequence BC062185,35.0,215112.0,491928275.0,,2
70546347,25,69744772,sagittal,Pdhx,"pyruvate dehydrogenase complex, component X",47.0,27402.0,491928275.0,55757.0,2
70546396,25,69744727,sagittal,Ppt2,palmitoyl-protein thioesterase 2,43.0,54397.0,491928275.0,10448.0,2
70231152,25,69552019,sagittal,B230362M20Rik,RIKEN cDNA B230362M20 gene,52.0,320835.0,491928275.0,,2
69873463,25,69425904,sagittal,Sdhd,"succinate dehydrogenase complex, subunit D, integral membrane protein",54.0,66925.0,491928275.0,37718.0,2
69783244,25,69371192,sagittal,Pklr,pyruvate kinase liver and red blood cell,48.0,18770.0,491928275.0,37286.0,2
69549301,25,69278827,sagittal,Zfp105,zinc finger protein 105,54.0,22646.0,491928275.0,2568.0,2
71764059,25,70971096,sagittal,Auh,AU RNA binding protein/enoyl-coenzyme A hydratase,39.0,11992.0,491928275.0,1284.0,2
68193071,25,557117,sagittal,Atad1,"ATPase family, AAA domain containing 1",45.0,67979.0,491928275.0,5960.0,2
69568806,25,68879824,sagittal,Cnnm4,cyclin M4,34.0,94220.0,491928275.0,75662.0,2
69289243,25,68857409,sagittal,Kdm5b,lysine (K)-specific demethylase 5B,34.0,75605.0,491928275.0,48448.0,2
71656704,25,70897086,sagittal,Pkn1,protein kinase N1,53.0,320795.0,491928275.0,48130.0,2
68797912,25,68350239,sagittal,Skida1,SKI/DACH domain containing 1,47.0,72668.0,491928275.0,66327.0,2
68845287,25,68152372,sagittal,Sdc3,syndecan 3,49.0,20970.0,491928275.0,7965.0,2
70302234,25,70248776,sagittal,Sost,sclerostin,36.0,74499.0,491928275.0,11542.0,2
75774633,25,75195203,sagittal,Ntpcr,"nucleoside-triphosphatase, cancer-related",53.0,66566.0,491928275.0,11989.0,2
75990420,25,75428075,sagittal,Tgm5,transglutaminase 5,47.0,74176.0,491928275.0,20899.0,2
74734734,25,74357315,sagittal,Olfr613,olfactory receptor 613,52.0,259104.0,491928275.0,17505.0,2
70919579,25,70091380,sagittal,Pabpn1,"poly(A) binding protein, nuclear 1",40.0,54196.0,491928275.0,3412.0,2
74580727,25,73888531,sagittal,Prss41,"protease, serine 41",43.0,71003.0,491928275.0,28091.0,2
